name,address,price,psf,description,bedroom,bathroom,carpark
"AmberSide @ Country Garden Danga Bay, Johor Bahru","Johor Bahru, Johor","RM 1,800",(RM 2.04 per sq. ft.),Condominium ʥ� Built-up : 882 sq. ft.,2,2,1
"Taman Bukit Pelali 1a, Pengerang","Pengerang, Johor","RM 1,500",(RM 0.88 per sq. ft.),"2-sty Terrace/Link House ʥ� Built-up : 1,700 sq. ft.",4,3,
"Nusajaya, Skudai","Skudai, Johor","RM 1,450",(RM 1.32 per sq. ft.),"Townhouse | Intermediate ʥ� Built-up : 1,100 sq. ft. ʥ� Fully furnished",3,2,1
"Taman Molek, Johor Bahru","Johor Bahru, Johor","RM 2,500",(RM 1.04 per sq. ft.),"Semi-detached House | Intermediate ʥ� Built-up : 2,400 sq. ft. ʥ� Partly furnished",5,6,2
"Opal @ Mutiara Mas, Skudai","Skudai, Johor","RM 2,000",(RM 0.82 per sq. ft.),"Cluster House | Intermediate ʥ� Built-up : 2,450 sq. ft. ʥ� Fully furnished",4,4,2
"Bukit Indah, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 1,400",(RM 1.2 per sq. ft.),"2-sty Terrace/Link House | Intermediate ʥ� Built-up : 1,170 sq. ft. ʥ� Fully furnished",4,3,
"Havona, Taman Mount Austin, Tebrau","Tebrau, Johor","RM 1,800",(RM 1.89 per sq. ft.),Apartment | Intermediate ʥ� Built-up : 953 sq. ft. ʥ� Fully furnished,2,2,1
"Taman Selesa Jaya, Skudai","Skudai, Johor","RM 1,000",(RM 1.3 per sq. ft.),1-sty Terrace/Link House | Intermediate ʥ� Built-up : 770 sq. ft. ʥ� Partly furnished,3,2,
"Nusa Perdana Apartment, Taman Nusa Perintis, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 1,300",(RM 1.44 per sq. ft.),Serviced Residence | Intermediate ʥ� Built-up : 900 sq. ft. ʥ� Partly furnished,3,2,
"Greenfield Regency, Taman Tampoi Indah, Tampoi","Tampoi, Johor",RM 900,(RM 1.93 per sq. ft.),Serviced Residence ʥ� Built-up : 467 sq. ft. ʥ� Fully furnished,Studio,1,1
"Bayu Puteri 3, Taman Bayu Puteri, Johor Bahru","Johor Bahru, Johor","RM 1,300",(RM 1.11 per sq. ft.),"Apartment | Intermediate ʥ� Built-up : 1,173 sq. ft. ʥ� Fully furnished",3+1,2,1
"Pangsapuri Tanah Emas (Golden Sands), Johor Bahru","Johor Bahru, Johor","RM 2,500",(RM 1.75 per sq. ft.),"Serviced Residence | Intermediate ʥ� Built-up : 1,430 sq. ft. ʥ� Fully furnished",3,2,1
"Taman Seri Orkid, Skudai","Skudai, Johor","RM 2,000",(RM 1.43 per sq. ft.),"2-sty Terrace/Link House | Intermediate ʥ� Built-up : 1,400 sq. ft. ʥ� Partly furnished",4,3,2
"Setia Sky 88, Johor Bahru","Johor Bahru, Johor","RM 2,500",(RM 2.87 per sq. ft.),Serviced Residence ʥ� Built-up : 872 sq. ft.,2,2,1
"Setia Indah Flat, Taman Setia Indah, Tebrau","Tebrau, Johor",RM 600,(RM 0.86 per sq. ft.),Flat | Intermediate ʥ� Built-up : 700 sq. ft. ʥ� Unfurnished,3,2,1
"Palazio, Taman Mount Austin, Tebrau","Tebrau, Johor","RM 1,000",(RM 2.07 per sq. ft.),Serviced Residence | Intermediate ʥ� Built-up : 484 sq. ft. ʥ� Fully furnished,Studio,1,1
"Taman Bukit Indah, Johor Bahru","Johor Bahru, Johor","RM 1,600",(RM 1.14 per sq. ft.),"2-sty Terrace/Link House | Intermediate ʥ� Built-up : 1,400 sq. ft. ʥ� Partly furnished",4,3,
"Taman Pelangi 2 storey terrace, Johor Bahru","Johor Bahru, Johor","RM 2,500",(RM 1.62 per sq. ft.),"2-sty Terrace/Link House ʥ� Built-up : 1,540 sq. ft.",5,3,
"Tmn puteri park, Ulu Tiram","Ulu Tiram, Johor","RM 1,500",(RM 0.77 per sq. ft.),"2-sty Terrace/Link House | Corner lot ʥ� Built-up : 1,960 sq. ft. ʥ� Unfurnished",4,3,
"Taman Bukit Pelali 1a, Pengerang","Pengerang, Johor","RM 1,700",(RM 1 per sq. ft.),"2-sty Terrace/Link House ʥ� Built-up : 1,700 sq. ft.",4,3,2
"Palazio, Taman Mount Austin, Tebrau","Tebrau, Johor",RM 900,(RM 1.86 per sq. ft.),Serviced Residence | Intermediate ʥ� Built-up : 484 sq. ft. ʥ� Partly furnished,Studio,1,1
"Meridin Suites @ The Meridin, Medini, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 1,300",(RM 2.5 per sq. ft.),Serviced Residence ʥ� Built-up : 521 sq. ft.,1,1,1
"Taman Pulai Mutiara 2 storey terrace, Johor Bahru","Johor Bahru, Johor","RM 1,200",(RM 0.92 per sq. ft.),"2-sty Terrace/Link House ʥ� Built-up : 1,300 sq. ft.",4,3,
"Sebana Cove - Sg Rengit, Pengerang","Pengerang, Johor","RM 1,500",(RM 0.83 per sq. ft.),"2-sty Terrace/Link House ʥ� Built-up : 1,800 sq. ft.",3,3,2
"Taman Skudai Baru, Tun Aminah Terrace House, Skudai","Skudai, Johor","RM 1,400",(RM 0.82 per sq. ft.),"2-sty Terrace/Link House | Intermediate ʥ� Built-up : 1,700 sq. ft. ʥ� Partly furnished",4,2,
"Nusa Perdana Apartment, Taman Nusa Perintis, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 1,300",(RM 1.44 per sq. ft.),Serviced Residence | Intermediate ʥ� Built-up : 900 sq. ft. ʥ� Fully furnished,3,2,1
"Idaman Residence, Nusa Idaman, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 1,600",(RM 1.78 per sq. ft.),Apartment ʥ� Built-up : 900 sq. ft. ʥ� Fully furnished,2,2,1
"The Raffles Suites, Bandar Uda Utama, Johor Bahru","Johor Bahru, Johor","RM 1,200",(RM 1.38 per sq. ft.),Condominium ʥ� Built-up : 867 sq. ft. ʥ� Partly furnished,2,2,1
"Prima Regency, Johor Bahru","Johor Bahru, Johor","RM 1,300",(RM 1.24 per sq. ft.),"Apartment | Intermediate ʥ� Built-up : 1,050 sq. ft. ʥ� Fully furnished",3,2,1
"Prima Regency, Johor Bahru","Johor Bahru, Johor",RM 750,(RM 1.33 per sq. ft.),Apartment | Intermediate ʥ� Built-up : 565 sq. ft. ʥ� Partly furnished,Studio,1,1
"Tmn bukit indah, Johor Bahru","Johor Bahru, Johor","RM 1,400",(RM 1 per sq. ft.),"2-sty Terrace/Link House | Intermediate ʥ� Built-up : 1,400 sq. ft. ʥ� Unfurnished",4,2,
"Teega Suites, Puteri Harbour, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 1,500",(RM 2.18 per sq. ft.),Serviced Residence | Intermediate ʥ� Built-up : 689 sq. ft. ʥ� Fully furnished,1,1,1
"Sri Impian Apartment, Taman Dato Onn Jaffar, Johor Bahru","Johor Bahru, Johor","RM 1,200",(RM 1.2 per sq. ft.),"Apartment | Intermediate ʥ� Built-up : 1,000 sq. ft. ʥ� Unfurnished",3,2,1
"Taman Megah Ria Masai For Rent RM900, Masai","Masai, Johor",RM 900,(RM 1.17 per sq. ft.),2-sty Terrace/Link House | Intermediate ʥ� Built-up : 770 sq. ft. ʥ� Unfurnished,2,2,1
"Sri Samudera Apartment (Seaview Residence Suites), Johor Bahru","Johor Bahru, Johor","RM 1,100",(RM 2.56 per sq. ft.),Apartment | Intermediate ʥ� Built-up : 430 sq. ft. ʥ� Fully furnished,Studio,1,1
"R&F Princess Cove, Johor Bahru","Johor Bahru, Johor","RM 2,200",(RM 2.85 per sq. ft.),Serviced Residence | Intermediate ʥ� Built-up : 771 sq. ft. ʥ� Fully furnished,2,1,1
"Taman Molek, Tebrau","Tebrau, Johor","RM 1,300",(RM 1 per sq. ft.),"1.5-sty Terrace/Link House ʥ� Built-up : 1,300 sq. ft.",3,2,
"Taman Gaya, Tebrau","Tebrau, Johor","RM 1,300",(RM 0.93 per sq. ft.),"1.5-sty Terrace/Link House ʥ� Built-up : 1,400 sq. ft.",3,2,
"taman gaya desa tebrau, Johor Bahru","Johor Bahru, Johor","RM 1,300",(RM 0.93 per sq. ft.),"1.5-sty Terrace/Link House | Intermediate ʥ� Built-up : 1,400 sq. ft.",3,2,
"Vista Seri Alam, Bandar Baru Seri Alam, Masai","Masai, Johor",RM 800,(RM 0.94 per sq. ft.),Apartment ʥ� Built-up : 850 sq. ft. ʥ� Partly furnished,3,2,1
"D'Ambience Residences (Pangsapuri Ikatan Flora), Bandar Baru Permas Jaya, Permas Jaya","Permas Jaya, Johor","RM 1,000",(RM 1.65 per sq. ft.),Serviced Residence ʥ� Built-up : 607 sq. ft.,1,1,1
"Citrine Residences, Medini, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 2,300",(RM 2.12 per sq. ft.),"Serviced Residence ʥ� Built-up : 1,087 sq. ft. ʥ� Fully furnished",2,2,1
"Vista Seri Alam, Bandar Baru Seri Alam, Masai","Masai, Johor",RM 800,(RM 0.94 per sq. ft.),Apartment ʥ� Built-up : 850 sq. ft. ʥ� Partly furnished,3,2,1
"KSL Residence @ Daya, Taman Daya, Johor Bahru","Johor Bahru, Johor","RM 1,650",(RM 1.53 per sq. ft.),"Condominium | Intermediate ʥ� Built-up : 1,079 sq. ft. ʥ� Fully furnished",3,2,1
"Taman Nusa Bestari 2 Storey house Gated & Guarded, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 1,600",(RM 1.23 per sq. ft.),"2-sty Terrace/Link House | Intermediate ʥ� Built-up : 1,300 sq. ft. ʥ� Unfurnished",4,3,2
"Taman Desaru Utama - Jalan Surian, Pengerang","Pengerang, Johor","RM 1,100",(RM 1.02 per sq. ft.),"1-sty Terrace/Link House ʥ� Built-up : 1,080 sq. ft.",3,2,
"Zennith Suites (Pangsapuri Kebun Teh), Johor Bahru","Johor Bahru, Johor","RM 1,600",(RM 3.64 per sq. ft.),Apartment | Studio ʥ� Built-up : 440 sq. ft. ʥ� Fully furnished,Studio,1,1
"Bukit Indah Double storey , Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 1,300",(RM 0.85 per sq. ft.),"2-sty Terrace/Link House | Intermediate ʥ� Built-up : 1,536 sq. ft. ʥ� Unfurnished",4,3,2
"Anjung Seri, Bandar Baru Seri Alam, Masai","Masai, Johor","RM 1,000",(RM 1.79 per sq. ft.),Apartment | Intermediate ʥ� Built-up : 558 sq. ft. ʥ� Fully furnished,1,1,1
"Eco Nest, Eco Botanic, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 2,200",(RM 3.78 per sq. ft.),Serviced Residence | Intermediate ʥ� Built-up : 582 sq. ft. ʥ� Fully furnished,2,2,1
"P'residen, Bandar Baru Permas Jaya, Permas Jaya","Permas Jaya, Johor","RM 1,300",(RM 1.14 per sq. ft.),"Apartment | Intermediate ʥ� Built-up : 1,141 sq. ft. ʥ� Fully furnished",3,2,1
"Mengkibol, Kluang","Kluang, Johor","RM 1,600",(RM 1.03 per sq. ft.),"2-sty Terrace/Link House | Intermediate ʥ� Built-up : 1,560 sq. ft. ʥ� Unfurnished",4,4,2
"Country Garden Central Park, Johor Bahru","Johor Bahru, Johor","RM 1,200",(RM 2.21 per sq. ft.),Serviced Residence | Intermediate ʥ� Built-up : 543 sq. ft. ʥ� Fully furnished,2,1,1
"Grand Medini, Medini, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 1,300",(RM 2.52 per sq. ft.),Condominium ʥ� Built-up : 516 sq. ft. ʥ� Fully furnished,1,1,1
"Horizon Residence (Dwi Mutiara), Taman Bukit Indah, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 1,800",(RM 1.72 per sq. ft.),"Apartment ʥ� Built-up : 1,045 sq. ft. ʥ� Fully furnished",3,2,1
"Zennith Suites (Pangsapuri Kebun Teh), Johor Bahru","Johor Bahru, Johor","RM 1,400",(RM 2.68 per sq. ft.),Apartment ʥ� Built-up : 523 sq. ft. ʥ� Fully furnished,1,1,
"Puteri Cove Residences, Puteri Harbour, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 3,200",(RM 3.53 per sq. ft.),Serviced Residence ʥ� Built-up : 907 sq. ft. ʥ� Fully furnished,3,2,1
"Iskandar Puteri 2 Storey Gated & Guarded For Rent, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 1,700",(RM 0.63 per sq. ft.),"1.5-sty Terrace/Link House | Intermediate ʥ� Built-up : 2,688 sq. ft. ʥ� Unfurnished",4,3,2
"Residences @ 1 Tebrau, Johor Bahru","Johor Bahru, Johor","RM 1,300",(RM 1.24 per sq. ft.),"Serviced Residence | Intermediate ʥ� Built-up : 1,048 sq. ft. ʥ� Partly furnished",3,2,2
"Taman Century, Johor Bahru","Johor Bahru, Johor","RM 1,600",(RM 0.57 per sq. ft.),"2-sty Terrace/Link House | Corner lot ʥ� Built-up : 2,800 sq. ft. ʥ� Partly furnished",4,3,
"Impiana, East Ledang, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 1,700",(RM 1.41 per sq. ft.),"Apartment ʥ� Built-up : 1,206 sq. ft. ʥ� Fully furnished",2+1,2,1
"Iskandar Residences, Medini, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 2,000",(RM 1.9 per sq. ft.),"Condominium ʥ� Built-up : 1,055 sq. ft.",2,2,2
"Southern Marina Residences, Puteri Harbour, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 3,500",(RM 2.59 per sq. ft.),"Condominium ʥ� Built-up : 1,350 sq. ft.",3,2,2
"PineTree Marina Resort, Puteri Harbour, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 1,600",(RM 2.64 per sq. ft.),Serviced Residence ʥ� Built-up : 605 sq. ft.,1,1,1
"Teega Residences, Puteri Harbour, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 1,750",(RM 1.5 per sq. ft.),"Condominium ʥ� Built-up : 1,170 sq. ft.",2,2,1
"Canal Garden South @ Horizon Hills, Horizon Hills","Horizon Hills, Johor","RM 2,700",(RM 0.84 per sq. ft.),"Semi-detached House ʥ� Built-up : 3,200 sq. ft.",5+1,5,3
"Paragon Residences @ Straits View, Johor Bahru","Johor Bahru, Johor","RM 2,000",(RM 1.85 per sq. ft.),"Serviced Residence ʥ� Built-up : 1,080 sq. ft.",3,2,2
"Eco Botanic Horizon Hills East Ledang, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 4,500",(RM 1 per sq. ft.),"Semi-detached House ʥ� Built-up : 4,500 sq. ft.",4+1,5,3
"Green Haven, Masai","Masai, Johor","RM 2,500",(RM 1.56 per sq. ft.),"Serviced Residence ʥ� Built-up : 1,600 sq. ft. ʥ� Partly furnished",3,2,
"Citrine Residences, Medini, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 1,300",(RM 1.2 per sq. ft.),"Serviced Residence ʥ� Built-up : 1,087 sq. ft. ʥ� Partly furnished",2,2,1
"Sky Loft Premium Suites, Taman Bukit Indah, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 2,800",(RM 1.73 per sq. ft.),"Serviced Residence ʥ� Built-up : 1,615 sq. ft. ʥ� Fully furnished",3+1,4,
"Sky Loft Premium Suites, Taman Bukit Indah, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 2,800",(RM 1.73 per sq. ft.),"Serviced Residence ʥ� Built-up : 1,615 sq. ft. ʥ� Fully furnished",3+1,4,
Pasir Gudang,"Pasir Gudang, Johor","RM 450,000",(RM 375 per sq. ft.),"1-sty Terrace/Link House | Intermediate ʥ� Built-up : 1,200 sq. ft. ʥ� Fully furnished",4,3,2
"Desaru Utama Residence, Pengerang","Pengerang, Johor","RM 1,600",(RM 1.96 per sq. ft.),Condominium | Intermediate ʥ� Built-up : 818 sq. ft. ʥ� Fully furnished,2,2,1
"Bukit Pelali, Pengerang","Pengerang, Johor","RM 1,100",(RM 0.71 per sq. ft.),"2-sty Terrace/Link House ʥ� Built-up : 1,554 sq. ft.",4,4,2
"The Pines Residence, Gelang Patah","Gelang Patah, Johor","RM 1,200",(RM 1.26 per sq. ft.),Apartment ʥ� Built-up : 950 sq. ft.,3,2,1
"Pandan Residence 2, Perindustrian Seri Purnama, Tebrau","Tebrau, Johor","RM 1,100",(RM 1.62 per sq. ft.),Serviced Residence ʥ� Built-up : 680 sq. ft.,1,1,1
"Austin Regency (Pangsapuri Austin Perdana), Taman Austin Perdana, Tebrau","Tebrau, Johor","RM 1,700",(RM 1.7 per sq. ft.),Apartment ʥ� Built-up : 999 sq. ft. ʥ� Fully furnished,2+1,2,2
"Bayu Marina, Taman Bayu Puteri Marina, Johor Bahru","Johor Bahru, Johor","RM 1,100",(RM 1.81 per sq. ft.),Apartment ʥ� Built-up : 609 sq. ft.,Studio,1,1
"The Aliff Residences (Alif Utama), Tampoi","Tampoi, Johor","RM 1,600",(RM 1.45 per sq. ft.),"Condominium ʥ� Built-up : 1,100 sq. ft.",3+1,2,
"Pandan Residence, Perindustrian Seri Purnama, Tebrau","Tebrau, Johor","RM 1,000",(RM 1.08 per sq. ft.),Serviced Residence ʥ� Built-up : 930 sq. ft. ʥ� Partly furnished,2,2,
"Larkin Heights, Larkin, Johor Bahru","Johor Bahru, Johor","RM 1,700",(RM 1.41 per sq. ft.),"Serviced Residence ʥ� Built-up : 1,208 sq. ft. ʥ� Fully furnished",3+1,2,
"Jalan Permas 11, Bandar Permas Jaya , Masai","Masai, Johor","RM 1,500",(RM 1.07 per sq. ft.),"2-sty Terrace/Link House ʥ� Built-up : 1,400 sq. ft.",4,3,
"Midori Green (Pangsapuri Hijauan), Taman Mount Austin, Tebrau","Tebrau, Johor","RM 1,900",(RM 1.84 per sq. ft.),"Apartment ʥ� Built-up : 1,033 sq. ft.",3,2,
"Pandan Residence, Perindustrian Seri Purnama, Tebrau","Tebrau, Johor","RM 1,000",(RM 1.08 per sq. ft.),Serviced Residence ʥ� Built-up : 930 sq. ft.,2,2,
"Ria 1, Taman Megah Ria, Masai","Masai, Johor",RM 750,(RM 0.84 per sq. ft.),Apartment ʥ� Built-up : 890 sq. ft.,3,2,
"Jalan Ceria 5, Puri Residences, Pasir Gudang","Pasir Gudang, Johor","RM 1,300",(RM 1.08 per sq. ft.),"2-sty Terrace/Link House ʥ� Built-up : 1,200 sq. ft.",4,3,
"Setia Sky 88, Johor Bahru","Johor Bahru, Johor","RM 2,300",(RM 2.63 per sq. ft.),Serviced Residence ʥ� Built-up : 873 sq. ft.,2,2,
"Jalan Camar , Taman Perling 81200, Johor Bahru","Johor Bahru, Johor","RM 1,500",(RM 1.07 per sq. ft.),"1-sty Terrace/Link House ʥ� Built-up : 1,400 sq. ft.",4,2,
"Denai Nusantara, Gelang Patah","Gelang Patah, Johor","RM 1,300",(RM 1.24 per sq. ft.),"Apartment ʥ� Built-up : 1,050 sq. ft.",3,2,
"Pandan Residence 2, Perindustrian Seri Purnama, Tebrau","Tebrau, Johor","RM 1,100",(RM 1.62 per sq. ft.),Serviced Residence ʥ� Built-up : 680 sq. ft. ʥ� Fully furnished,1,1,1
"Nusa Heights (Nusa Puncak), Taman Nusa Perintis, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 1,500",(RM 1.44 per sq. ft.),"Apartment ʥ� Built-up : 1,040 sq. ft.",3,2,
"D'Ambience Residences (Pangsapuri Ikatan Flora), Bandar Baru Permas Jaya, Permas Jaya","Permas Jaya, Johor","RM 1,700",(RM 1.53 per sq. ft.),"Serviced Residence ʥ� Built-up : 1,114 sq. ft. ʥ� Fully furnished",3,2,2
"Prima Regency, Johor Bahru","Johor Bahru, Johor","RM 1,350",(RM 1.29 per sq. ft.),"Apartment ʥ� Built-up : 1,050 sq. ft.",3,2,
"The Aliff Residences (Alif Utama), Tampoi","Tampoi, Johor","RM 1,600",(RM 1.45 per sq. ft.),"Condominium ʥ� Built-up : 1,100 sq. ft.",3+1,2,
"Jalan Damai, Taman Damai, Senai","Senai, Johor","RM 2,000",(RM 0.63 per sq. ft.),"Semi-detached House ʥ� Built-up : 3,200 sq. ft.",4,3,
"Teega Residences, Puteri Harbour, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 2,200",(RM 1.83 per sq. ft.),"Condominium ʥ� Built-up : 1,200 sq. ft.",2,2,2
"Taman Sri Penawar, Pengerang","Pengerang, Johor","RM 1,500",(RM 0.76 per sq. ft.),"2-sty Terrace/Link House ʥ� Built-up : 1,962 sq. ft.",4,3,2
"Taman Sri Penawar, Pengerang","Pengerang, Johor","RM 1,500",(RM 0.75 per sq. ft.),"2-sty Terrace/Link House ʥ� Built-up : 1,996 sq. ft.",4,3,
"Desaru Utama, Pengerang","Pengerang, Johor","RM 2,000",(RM 0.67 per sq. ft.),"Semi-detached House ʥ� Built-up : 2,965 sq. ft.",4,4,
"Taman Bukit Pelali, Pengerang","Pengerang, Johor","RM 1,800",(RM 1.16 per sq. ft.),"2-sty Terrace/Link House ʥ� Built-up : 1,552 sq. ft.",4,3,
"Taman Bukit Pelali, Pengerang","Pengerang, Johor","RM 1,300",(RM 0.84 per sq. ft.),"2-sty Terrace/Link House | Intermediate ʥ� Built-up : 1,554 sq. ft. ʥ� Unfurnished",4,3,
"Taman Desaru Utama, Pengerang","Pengerang, Johor","RM 1,500",(RM 0.79 per sq. ft.),"2-sty Terrace/Link House | Intermediate ʥ� Built-up : 1,900 sq. ft.",4,4,2
"Taman Desaru Utama, Pengerang","Pengerang, Johor","RM 1,700",(RM 0.68 per sq. ft.),"Semi-detached House ʥ� Built-up : 2,500 sq. ft.",4+1,4,
"Taman Sri Penawar, Pengerang","Pengerang, Johor","RM 1,200",(RM 0.63 per sq. ft.),"2-sty Terrace/Link House ʥ� Built-up : 1,900 sq. ft.",4,3,2
"Kota Tinggi, Pengerang","Pengerang, Johor","RM 1,300",(RM 0.68 per sq. ft.),"2-sty Terrace/Link House ʥ� Built-up : 1,900 sq. ft.",3,3,
"Sebana Cove, Pengerang","Pengerang, Johor","RM 1,100",(RM 0.71 per sq. ft.),"2-sty Terrace/Link House | End lot ʥ� Built-up : 1,554 sq. ft.",3,3,
"Bandar Penawar, Pengerang","Pengerang, Johor","RM 1,750",(RM 0.88 per sq. ft.),"2-sty Terrace/Link House | Intermediate ʥ� Built-up : 1,996 sq. ft. ʥ� Fully furnished",4,3,2
"Sri Awana Townhouse Untuk Disewa RM800, Skudai","Skudai, Johor",RM 800,(RM 0.8 per sq. ft.),Townhouse | Intermediate ʥ� Built-up : 995 sq. ft. ʥ� Unfurnished,2,2,1
"Havona, Taman Mount Austin, Tebrau","Tebrau, Johor","RM 4,500",(RM 2.03 per sq. ft.),"Apartment | Penthouse ʥ� Built-up : 2,219 sq. ft. ʥ� Fully furnished",5,5,2
"Kota Masai, Masai","Masai, Johor",RM 900,(RM 0.64 per sq. ft.),"Townhouse | Intermediate ʥ� Built-up : 1,400 sq. ft. ʥ� Unfurnished",3,2,2
"sri tebrau, Johor Bahru","Johor Bahru, Johor","RM 2,200",(RM 1.05 per sq. ft.),"2-sty Terrace/Link House ʥ� Built-up : 2,090 sq. ft. ʥ� Unfurnished",4,3,
"Grand Medini, Medini, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 1,600",(RM 1.68 per sq. ft.),Condominium ʥ� Built-up : 955 sq. ft. ʥ� Fully furnished,2,2,1
"Sky Loft Premium Suites, Taman Bukit Indah, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 2,600",(RM 2.14 per sq. ft.),"Serviced Residence ʥ� Built-up : 1,214 sq. ft.",2,2,1
"Sunway GRID Residence, Medini, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 1,900",(RM 2.43 per sq. ft.),Serviced Residence | Intermediate ʥ� Built-up : 781 sq. ft. ʥ� Fully furnished,2,1,1
"Taman impian emas, Skudai","Skudai, Johor","RM 2,000",(RM 1.14 per sq. ft.),"2-sty Terrace/Link House | Corner lot ʥ� Built-up : 1,760 sq. ft. ʥ� Partly furnished",4,4,2
"Lake View Suites, Taman Austin Perdana, Tebrau","Tebrau, Johor",RM 900,(RM 1.01 per sq. ft.),Apartment ʥ� Built-up : 895 sq. ft.,3,2,1
"Taman Austin Duta, Johor Bahru","Johor Bahru, Johor","RM 1,600",(RM 0.89 per sq. ft.),"2-sty Terrace/Link House ʥ� Built-up : 1,800 sq. ft.",4,3,2
"Twin Galaxy (Dwi Galaksi), Taman Abad, Johor Bahru","Johor Bahru, Johor","RM 2,100",(RM 2.24 per sq. ft.),Serviced Residence ʥ� Built-up : 936 sq. ft. ʥ� Fully furnished,2,2,1
"Idaman Senibong, Taman Bayu Senibong, Permas Jaya","Permas Jaya, Johor","RM 1,000",(RM 1.11 per sq. ft.),Apartment | Intermediate ʥ� Built-up : 900 sq. ft. ʥ� Partly furnished,3,2,1
"Austin Regency (Pangsapuri Austin Perdana), Taman Austin Perdana, Tebrau","Tebrau, Johor","RM 1,700",(RM 1.7 per sq. ft.),Apartment ʥ� Built-up : 999 sq. ft. ʥ� Fully furnished,2+1,2,1
"Bandar Seri Alam, Johor Bahru","Johor Bahru, Johor","RM 1,000",(RM 1 per sq. ft.),"Townhouse ʥ� Built-up : 1,000 sq. ft. ʥ� Partly furnished",3,2,1
"Horizon Hills, Johor Bahru","Johor Bahru, Johor","RM 4,600",(RM 1.53 per sq. ft.),"Semi-detached House ʥ� Built-up : 3,000 sq. ft. ʥ� Fully furnished",4,5,
"Sky Loft Premium Suites, Taman Bukit Indah, Iskandar Puteri (Nusajaya)","Iskandar Puteri (Nusajaya), Johor","RM 3,000",(RM 1.87 per sq. ft.),"Serviced Residence ʥ� Built-up : 1,605 sq. ft. ʥ� Fully furnished",3,2,1
"R&F Princess Cove, Johor Bahru","Johor Bahru, Johor","RM 3,000",(RM 2.75 per sq. ft.),"Serviced Residence | Intermediate ʥ� Built-up : 1,089 sq. ft. ʥ� Fully furnished",3,2,1
