name,price,psf,address,description,bedroom,bathroom,carpark
"Laman Residen Taman Tasik Indah, Jalan Ipoh","RM1,550,000",(RM 322.92 per sq. ft.),"Jalan Ipoh, Kuala Lumpur","Semi-detached House  •  Built-up : 4,800 sq. ft.  •  Partly furnished",5+1,5,4
"Agile Mont Kiara, Mont Kiara","RM2,000,000",(RM 893.66 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium  •  Built-up : 2,238 sq. ft.  •  Fully furnished",4,1,3
"Agile Mont Kiara, Mont Kiara","RM1,900,000",(RM 920.1 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium  •  Built-up : 2,065 sq. ft.",4,3,3
"Damansara Heights, Kuala Lumpur, KL, KL City","RM15,000,000",(RM 1875 per sq. ft.),"KL City, Kuala Lumpur","Bungalow  •  Built-up : 8,000 sq. ft.  •  Partly furnished",6+1,7,6
"Paraiso Residence @ The Earth, Bukit Jalil","RM640,000",(RM 522.02 per sq. ft.),"Bukit Jalil, Kuala Lumpur","Serviced Residence  •  Built-up : 1,226 sq. ft.",3+1,2,2
"Agile Mont Kiara, Mont Kiara","RM2,000,000",(RM 893.66 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium  •  Built-up : 2,238 sq. ft.  •  Fully furnished",4,1,3
"Agile Mont Kiara, Mont Kiara","RM1,800,000",(RM 871.67 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium  •  Built-up : 2,065 sq. ft.",4,3,3
"Trinity Lemanja, Kepong","RM535,000",(RM 557.29 per sq. ft.),"Kepong, Kuala Lumpur",Condominium | Intermediate  •  Built-up : 960 sq. ft.,3,2,2
"i-Zen @ Kiara 1, Mont Kiara","RM630,000",(RM 690.03 per sq. ft.),"Mont Kiara, Kuala Lumpur",Serviced Residence  •  Built-up : 913 sq. ft.  •  Fully furnished,2,2,2
"i-Zen @ Kiara 1, Mont Kiara","RM630,000",(RM 690.03 per sq. ft.),"Mont Kiara, Kuala Lumpur",Serviced Residence  •  Built-up : 913 sq. ft.  •  Fully furnished,2,2,2
"Abadi Villa, Taman Desa","RM1,100,000",(RM 268.29 per sq. ft.),"Taman Desa, Kuala Lumpur","Condominium | Duplex  •  Built-up : 4,100 sq. ft.  •  Fully furnished",5+1,4,2
"Tropicana The Residences, KLCC","RM9,100,000",(RM 3058.82 per sq. ft.),"KLCC, Kuala Lumpur","Serviced Residence  •  Built-up : 2,975 sq. ft.",3+2,3,3
"Inara, Bangsar","RM3,000,000",(RM 882.35 per sq. ft.),"Bangsar, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 3,400 sq. ft.  •  Partly furnished",4+1,6,3
"Bangsar Puteri, Bangsar","RM890,000",(RM 834.9 per sq. ft.),"Bangsar, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,066 sq. ft.  •  Partly furnished",2,2,1
"The Reach @ Titiwangsa, Setapak","RM1,300,000",(RM 491.31 per sq. ft.),"Setapak, Kuala Lumpur","Condominium  •  Built-up : 2,646 sq. ft.  •  Fully furnished",4,4,3
"Bangsar Puteri, Bangsar","RM1,190,000",(RM 793.33 per sq. ft.),"Bangsar, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,500 sq. ft.  •  Partly furnished",3,2,1
"Park Rose, Bangsar","RM1,650,000",(RM 970.59 per sq. ft.),"Bangsar, Kuala Lumpur","Condominium  •  Built-up : 1,700 sq. ft.  •  Partly furnished",3+1,2,1
"Anjung Hijau (Greenfields), Bukit Jalil","RM410,000",(RM 410 per sq. ft.),"Bukit Jalil, Kuala Lumpur","Apartment  •  Built-up : 1,000 sq. ft.",2,2,1
"8 Petaling, Bandar Baru Sri Petaling, Sri Petaling","RM980,000",(RM 401.15 per sq. ft.),"Sri Petaling, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 2,443 sq. ft.  •  Partly furnished",4+1,5,3
"The Link 2 Residences, Bukit Jalil","RM820,000",(RM 673.23 per sq. ft.),"Bukit Jalil, Kuala Lumpur","Serviced Residence | Corner lot  •  Built-up : 1,218 sq. ft.  •  Partly furnished",3,2,2
"Le Yuan Residence, Happy Garden, Jalan Klang Lama (Old Klang Road)","RM930,000",(RM 543.86 per sq. ft.),"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","Condominium | End lot  •  Built-up : 1,710 sq. ft.  •  Partly furnished",3+1,4,2
"Emerald Hills, Alam Damai, Cheras, Cheras","RM1,330,000",(RM 535.43 per sq. ft.),"Cheras, Kuala Lumpur","2-sty Terrace/Link House | Intermediate  •  Built-up : 2,484 sq. ft.  •  Unfurnished",4,4,2
"Agile Mont Kiara, Mont Kiara","RM1,900,000",(RM 878.41 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium  •  Built-up : 2,163 sq. ft.  •  Partly furnished",4,5,3
"Agile Mont Kiara, Mont Kiara","RM1,900,000",(RM 920.1 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium | Intermediate  •  Built-up : 2,065 sq. ft.  •  Fully furnished",3+1,4,2
"Agile Mont Kiara, Mont Kiara","RM2,400,000",(RM 868.62 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium  •  Built-up : 2,763 sq. ft.  •  Fully furnished",4+1,4,3
"Inspirasi, Mont Kiara","RM900,000",(RM 957.45 per sq. ft.),"Mont Kiara, Kuala Lumpur",Condominium  •  Built-up : 940 sq. ft.  •  Unfurnished,3,2,1
"OUG Parklane, Jalan Klang Lama (Old Klang Road)","RM390,000",(RM 410.53 per sq. ft.),"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",Serviced Residence  •  Built-up : 950 sq. ft.  •  Fully furnished,3,2,2
"The Park Residences 1, Bangsar South, Kampung Kerinchi (Bangsar South)","RM1,230,000",(RM 643.98 per sq. ft.),"Kampung Kerinchi (Bangsar South), Kuala Lumpur","Condominium  •  Built-up : 1,910 sq. ft.  •  Fully furnished",3+1,3,2
"Safa Terraces, Desa ParkCity, Desa ParkCity","RM3,830,000",(RM 1276.67 per sq. ft.),"Desa ParkCity, Kuala Lumpur","2-sty Terrace/Link House | Corner lot  •  Built-up : 3,000 sq. ft.  •  Unfurnished",4+1,3,3
"Sunway Spk 3 Harmoni, Sunway Spk, Sunway SPK","RM1,360,000",(RM 582.44 per sq. ft.),"Sunway SPK, Kuala Lumpur","Townhouse | Intermediate  •  Built-up : 2,335 sq. ft.  •  Partly furnished",3+1,3,3
"Duta Kensington, Dutamas, Desa Sri Hartamas, Mont Kiara","RM1,800,000",(RM 596.82 per sq. ft.),"Mont Kiara, Kuala Lumpur","2.5-sty Terrace/Link House | Corner lot  •  Built-up : 3,016 sq. ft.",5,4,2
"Four Seasons Place, KLCC","RM3,300,000",(RM 2453.53 per sq. ft.),"KLCC, Kuala Lumpur","Condominium  •  Built-up : 1,345 sq. ft.  •  Partly furnished",2+1,2,1
"South Brooks, Desa ParkCity","RM1,150,000",(RM 896.34 per sq. ft.),"Desa ParkCity, Kuala Lumpur","Condominium  •  Built-up : 1,283 sq. ft.  •  Partly furnished",3,2,2
"Sunway Mont Residences, Mont Kiara","RM1,692,000",(RM 887.72 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium  •  Built-up : 1,906 sq. ft.",4+1,4,3
"Altris Residences @ The Quartz WM, Wangsa Maju","RM360,000",(RM 557.28 per sq. ft.),"Wangsa Maju, Kuala Lumpur",Serviced Residence | Duplex  •  Built-up : 646 sq. ft.,2,2,1
"Kiaramas Ayuria, Mont Kiara","RM1,300,000",(RM 754.94 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium | Intermediate  •  Built-up : 1,722 sq. ft.  •  Fully furnished",3+1,2,2
"Angkasa Condominiums, Taman Connaught, Cheras","RM375,000",(RM 407.61 per sq. ft.),"Cheras, Kuala Lumpur",Condominium  •  Built-up : 920 sq. ft.  •  Fully furnished,3,2,1
"Sunway Mont Residences, Mont Kiara","RM1,300,000",(RM 766.96 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium | Dual key  •  Built-up : 1,695 sq. ft.",4+1,4,2
"The Loft @ Zetapark, Taman Danau Kota, Setapak","RM299,999",(RM 485.44 per sq. ft.),"Setapak, Kuala Lumpur",Serviced Residence  •  Built-up : 618 sq. ft.,1,1,1
"Sky Suites @ KLCC, KLCC","RM849,999",(RM 1307.69 per sq. ft.),"KLCC, Kuala Lumpur",Serviced Residence  •  Built-up : 650 sq. ft.  •  Fully furnished,2,2,
"BUKIT BANDARAYA, Bangsar","RM5,800,000",(RM 816.9 per sq. ft.),"Bangsar, Kuala Lumpur","Bungalow | Corner lot  •  Built-up : 7,100 sq. ft.  •  Partly furnished",7+1,5,4
"Southlink, Bangsar South, Kampung Kerinchi (Bangsar South)","RM650,000",(RM 901.53 per sq. ft.),"Kampung Kerinchi (Bangsar South), Kuala Lumpur",Apartment  •  Built-up : 721 sq. ft.  •  Partly furnished,2+1,2,1
Bangsar,"RM1,990,000",(RM 947.62 per sq. ft.),"Bangsar, Kuala Lumpur","2-sty Terrace/Link House | Intermediate  •  Built-up : 2,100 sq. ft.  •  Partly furnished",5,3,2
"Bukit Bandaraya, Bangsar","RM3,900,000",(RM 866.67 per sq. ft.),"Bangsar, Kuala Lumpur","Bungalow | Intermediate  •  Built-up : 4,500 sq. ft.  •  Partly furnished",5+1,4,4
"Quadro Residences, KLCC","RM2,250,000",(RM 1247.23 per sq. ft.),"KLCC, Kuala Lumpur","Serviced Residence | Corner lot  •  Built-up : 1,804 sq. ft.  •  Fully furnished",3+1,5,2
"Eastpark 72, Bandar Mahkota Cheras, Cheras","RM1,700,000",(RM 398.41 per sq. ft.),"Cheras, Kuala Lumpur","Semi-detached House  •  Built-up : 4,267 sq. ft.  •  Unfurnished",5+1,5,2
"Park Seven, KLCC","RM3,390,000",(RM 1099.58 per sq. ft.),"KLCC, Kuala Lumpur","Condominium  •  Built-up : 3,083 sq. ft.  •  Partly furnished",3+1,2,3
"Ampang, Ampang Hilir","RM1,380,000",(RM 657.14 per sq. ft.),"Ampang Hilir, Kuala Lumpur","2.5-sty Terrace/Link House  •  Built-up : 2,100 sq. ft.  •  Partly furnished",4+1,3,
"NOVUM, Kampung Kerinchi, Kampung Kerinchi (Bangsar South)","RM1,000,000",(RM 893.66 per sq. ft.),"Kampung Kerinchi (Bangsar South), Kuala Lumpur","Serviced Residence  •  Built-up : 1,119 sq. ft.  •  Fully furnished",3,2,2
"Ampang, Ampang Hilir","RM1,380,000",(RM 657.14 per sq. ft.),"Ampang Hilir, Kuala Lumpur","2.5-sty Terrace/Link House  •  Built-up : 2,100 sq. ft.  •  Partly furnished",4+1,3,
"NOVUM, Kampung Kerinchi, Kampung Kerinchi (Bangsar South)","RM1,000,000",(RM 893.66 per sq. ft.),"Kampung Kerinchi (Bangsar South), Kuala Lumpur","Serviced Residence  •  Built-up : 1,119 sq. ft.  •  Fully furnished",3,2,2
"Skyline KL, Pudu, KL City","RM510,000",(RM 733.81 per sq. ft.),"KL City, Kuala Lumpur",Condominium | Corner lot  •  Built-up : 695 sq. ft.,2,2,1
"The Pearl KLCC, KL, KLCC","RM1,880,000",(RM 604.7 per sq. ft.),"KLCC, Kuala Lumpur","Condominium  •  Built-up : 3,109 sq. ft.  •  Partly furnished",3+1,5,3
"Platinum Mira Residences, Taman Maluri, Cheras","RM450,000",(RM 651.23 per sq. ft.),"Cheras, Kuala Lumpur",Serviced Residence | Corner lot  •  Built-up : 691 sq. ft.  •  Partly furnished,2,2,1
"Suria Stonor, KLCC","RM2,000,000",(RM 645.16 per sq. ft.),"KLCC, Kuala Lumpur","Serviced Residence  •  Built-up : 3,100 sq. ft.  •  Fully furnished",3+1,4,3
"Alam Damai , Cheras","RM788,000",(RM 273.61 per sq. ft.),"Cheras, Kuala Lumpur","2-sty Terrace/Link House  •  Built-up : 2,880 sq. ft.",4,3,3
"Kuala Lumpur, Mont Kiara","RM1,800,000",(RM 636.27 per sq. ft.),"Mont Kiara, Kuala Lumpur","2.5-sty Terrace/Link House  •  Built-up : 2,829 sq. ft.  •  Partly furnished",4,4,2
"Dua Residency, KLCC","RM1,600,000",(RM 762.63 per sq. ft.),"KLCC, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 2,098 sq. ft.  •  Fully furnished",4,4,2
"Sky Suites @ KLCC, KLCC","RM750,000",(RM 1153.85 per sq. ft.),"KLCC, Kuala Lumpur",Serviced Residence  •  Built-up : 650 sq. ft.,2+1,2,
"Dua Residency, KLCC","RM3,100,000",(RM 885.21 per sq. ft.),"KLCC, Kuala Lumpur","Condominium  •  Built-up : 3,502 sq. ft.  •  Partly furnished",4+1,5,2
"Continew, KLCC","RM815,000",(RM 952.1 per sq. ft.),"KLCC, Kuala Lumpur",Serviced Residence | Dual key  •  Built-up : 856 sq. ft.  •  Partly furnished,2,2,1
"Bandar Menjalara 62 Taman Bukit Maluri Kepong Baru, Bandar Menjalara","RM899,000",(RM 408.64 per sq. ft.),"Bandar Menjalara, Kuala Lumpur","2-sty Terrace/Link House | Intermediate  •  Built-up : 2,200 sq. ft.  •  Unfurnished",4,3,4
"Residensi Ampang Tengah 6 (AT 6), Ampang","RM4,172,000",(RM 1188.94 per sq. ft.),"Ampang, Kuala Lumpur","Condominium  •  Built-up : 3,509 sq. ft.  •  Partly furnished",4+1,5,2
"Residensi Ampang Tengah 6 (AT 6), Ampang","RM3,573,000",(RM 1276.53 per sq. ft.),"Ampang, Kuala Lumpur","Condominium  •  Built-up : 2,799 sq. ft.  •  Partly furnished",4+1,5,2
Dutamas,"RM2,250,000",(RM 795.33 per sq. ft.),"Dutamas, Kuala Lumpur","2.5-sty Terrace/Link House | Corner lot  •  Built-up : 2,829 sq. ft.  •  Partly furnished",4,4,
"Madge Mansions, Taman U Thant, Ampang Hilir","RM8,500,000",(RM 1166.46 per sq. ft.),"Ampang Hilir, Kuala Lumpur","Condominium  •  Built-up : 7,287 sq. ft.  •  Partly furnished",5,6,3
"Tropicana The Residences, KLCC","RM4,500,000",(RM 2884.62 per sq. ft.),"KLCC, Kuala Lumpur","Serviced Residence  •  Built-up : 1,560 sq. ft.",2+1,3,2
"Serene Kiara, Sri Hartamas, Mont Kiara","RM2,750,000",(RM 723.68 per sq. ft.),"Mont Kiara, Kuala Lumpur","Semi-detached House | Intermediate  •  Built-up : 3,800 sq. ft.  •  Partly furnished",4+2,6,2
"Pavilion, Damansara Heights","RM1,078,000",(RM 1551.08 per sq. ft.),"Damansara Heights, Kuala Lumpur",Serviced Residence  •  Built-up : 695 sq. ft.  •  Partly furnished,1,1,1
"Pavilion, Damansara Heights","RM928,000",(RM 1533.88 per sq. ft.),"Damansara Heights, Kuala Lumpur",Serviced Residence  •  Built-up : 605 sq. ft.  •  Partly furnished,1,1,1
"Pavilion, Damansara Heights","RM1,280,000",(RM 1584.16 per sq. ft.),"Damansara Heights, Kuala Lumpur",Serviced Residence | Intermediate  •  Built-up : 808 sq. ft.  •  Partly furnished,2,1,1
"Bandar Menjalara, Taman Sri bintang, kepong baru, Kepong","RM998,000",(RM 499 per sq. ft.),"Kepong, Kuala Lumpur","2-sty Terrace/Link House  •  Built-up : 2,000 sq. ft.",4,3,
"Laman Setia Kasih 8, Damansara Heights","RM4,500,000",(RM 937.5 per sq. ft.),"Damansara Heights, Kuala Lumpur","Bungalow  •  Built-up : 4,800 sq. ft.  •  Partly furnished",5+1,6,
"Seni Mont Kiara, Mont Kiara","RM2,200,000",(RM 757.05 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium  •  Built-up : 2,906 sq. ft.  •  Partly furnished",4+1,4,3
"One Central Park, Desa Parkcity, Desa ParkCity","RM1,600,000",(RM 1161.95 per sq. ft.),"Desa ParkCity, Kuala Lumpur","Condominium  •  Built-up : 1,377 sq. ft.",3,2,2
"Aria, KLCC","RM880,000",(RM 1396.83 per sq. ft.),"KLCC, Kuala Lumpur",Serviced Residence | Intermediate  •  Built-up : 630 sq. ft.  •  Partly furnished,1,1,1
"Aria, KLCC","RM1,800,000",(RM 1198.4 per sq. ft.),"KLCC, Kuala Lumpur","Serviced Residence  •  Built-up : 1,502 sq. ft.  •  Fully furnished",3,3,2
"Suasana Sentral Loft, KL Sentral","RM1,150,000",(RM 726.01 per sq. ft.),"KL Sentral, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,584 sq. ft.  •  Partly furnished",3+1,3,2
"REED Lake Fields / Lakefields / Sungai Besi, Sungai Besi","RM1,599,000",(RM 499.69 per sq. ft.),"Sungai Besi, Kuala Lumpur","3-sty Terrace/Link House | End lot  •  Built-up : 3,200 sq. ft.  •  Unfurnished",5+1,6,3
"Stonor 3, KLCC","RM1,080,000",(RM 1232.88 per sq. ft.),"KLCC, Kuala Lumpur",Condominium | Corner lot  •  Built-up : 876 sq. ft.  •  Partly furnished,2,2,2
"The Peak , Cheras, Cheras","RM1,800,000",(RM 574.71 per sq. ft.),"Cheras, Kuala Lumpur","Semi-detached House | Intermediate  •  Land area : 3,132 sq. ft.  •  Partly furnished",6,5,3
"Stonor 3, KLCC","RM1,510,000",(RM 1214.8 per sq. ft.),"KLCC, Kuala Lumpur","Condominium | Intermediate  •  Built-up : 1,243 sq. ft.  •  Fully furnished",2,2,2
"Taman Sri Rampai, Wangsa Maju","RM1,250,000",(RM 462.96 per sq. ft.),"Wangsa Maju, Kuala Lumpur","2.5-sty Terrace/Link House | End lot  •  Built-up : 2,700 sq. ft.  •  Partly furnished",4+1,4,
"Stonor 3, KLCC","RM1,080,000",(RM 1232.88 per sq. ft.),"KLCC, Kuala Lumpur",Condominium | Corner lot  •  Built-up : 876 sq. ft.  •  Partly furnished,2,2,2
"The Peak , Cheras, Cheras","RM1,800,000",(RM 574.71 per sq. ft.),"Cheras, Kuala Lumpur","Semi-detached House | Intermediate  •  Land area : 3,132 sq. ft.  •  Partly furnished",6,5,3
"Stonor 3, KLCC","RM1,510,000",(RM 1214.8 per sq. ft.),"KLCC, Kuala Lumpur","Condominium | Intermediate  •  Built-up : 1,243 sq. ft.  •  Fully furnished",2,2,2
"The Sentral Residences, KL Sentral","RM1,500,000",(RM 1010.1 per sq. ft.),"KL Sentral, Kuala Lumpur","Serviced Residence | Intermediate  •  Built-up : 1,485 sq. ft.  •  Fully furnished",2+1,3,1
"10 Mont Kiara @ MK10, Mont Kiara","RM3,268,000",(RM 899.78 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium  •  Built-up : 3,632 sq. ft.  •  Fully furnished",4+2,4,3
"10 Damansara Heights , Damansara Heights","RM5,000,000",(RM 1061.12 per sq. ft.),"Damansara Heights, Kuala Lumpur","Bungalow  •  Built-up : 4,712 sq. ft.  •  Partly furnished",5+1,5,6
"16 Quartz, Taman Melawati","RM1,700,000",(RM 488.51 per sq. ft.),"Taman Melawati, Kuala Lumpur","3-sty Terrace/Link House | Intermediate  •  Built-up : 3,480 sq. ft.  •  Fully furnished",4+1,6,3
"Dua Residency, KLCC","RM1,600,000",(RM 762.63 per sq. ft.),"KLCC, Kuala Lumpur","Condominium  •  Built-up : 2,098 sq. ft.  •  Fully furnished",3+1,4,2
"Petalz Residences, Jalan Klang Lama (Old Klang Road)","RM599,999",(RM 641.71 per sq. ft.),"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",Condominium  •  Built-up : 935 sq. ft.  •  Partly furnished,3+1,2,2
"The Harmony, Jalan Klang Lama (Old Klang Road)","RM495,000",(RM 479.19 per sq. ft.),"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","Condominium  •  Built-up : 1,033 sq. ft.",3,2,2
"Altris Residences @ The Quartz WM, Wangsa Maju","RM360,000",(RM 557.28 per sq. ft.),"Wangsa Maju, Kuala Lumpur",Serviced Residence | Duplex  •  Built-up : 646 sq. ft.,2,2,1
"Riveria City, Brickfields","RM438,000",(RM 901.23 per sq. ft.),"Brickfields, Kuala Lumpur",Serviced Residence  •  Built-up : 486 sq. ft.,2,2,1
"Lumina Kiara, Mont Kiara","RM1,250,000",(RM 863.26 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,448 sq. ft.  •  Fully furnished",3+1,4,2
"Taman Kepong , Kepong , Kepong Baru , Kepong","RM750,000",(RM 576.92 per sq. ft.),"Kepong, Kuala Lumpur","1-sty Terrace/Link House | Intermediate  •  Built-up : 1,300 sq. ft.  •  Partly furnished",3,2,
"Kiaraville, Mont Kiara","RM1,300,000",(RM 680.98 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,909 sq. ft.  •  Fully furnished",3+1,3,2
"Suria Stonor, KLCC","RM1,900,000",(RM 612.9 per sq. ft.),"KLCC, Kuala Lumpur","Serviced Residence | Corner lot  •  Built-up : 3,100 sq. ft.  •  Partly furnished",3+1,5,3
"Lumina Kiara, Mont Kiara","RM1,250,000",(RM 863.26 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,448 sq. ft.  •  Fully furnished",3+1,4,2
"Taman Kepong , Kepong , Kepong Baru , Kepong","RM750,000",(RM 576.92 per sq. ft.),"Kepong, Kuala Lumpur","1-sty Terrace/Link House | Intermediate  •  Built-up : 1,300 sq. ft.  •  Partly furnished",3,2,
"Kiaraville, Mont Kiara","RM1,300,000",(RM 680.98 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,909 sq. ft.  •  Fully furnished",3+1,3,2
"Seni Mont Kiara, Mont Kiara","RM3,100,000",(RM 875.46 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium | Corner lot  •  Built-up : 3,541 sq. ft.  •  Fully furnished",4,6,3
"10 Mont Kiara @ MK10, Mont Kiara","RM3,000,000",(RM 862.56 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium  •  Built-up : 3,478 sq. ft.",4+2,5,3
"Villa Serene Kiara Desa Sri Hartamas, Sri Hartamas","RM3,300,000",(RM 507.69 per sq. ft.),"Sri Hartamas, Kuala Lumpur","Semi-detached House  •  Built-up : 6,500 sq. ft.",5,6,
"Platinum Lake PV 20, Setapak","RM450,000",(RM 337.58 per sq. ft.),"Setapak, Kuala Lumpur","Condominium  •  Built-up : 1,333 sq. ft.",4,2,2
"Pavilion Hilltop, Mont Kiara","RM1,200,000",(RM 1000 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium  •  Built-up : 1,200 sq. ft.  •  Partly furnished",3,2,2
"Agile Mont Kiara, Mont Kiara","RM1,400,000",(RM 873.36 per sq. ft.),"Mont Kiara, Kuala Lumpur","Condominium  •  Built-up : 1,603 sq. ft.  •  Partly furnished",3+1,4,2
"Banyan Tree Signatures, KLCC","RM2,200,000",(RM 1858.11 per sq. ft.),"KLCC, Kuala Lumpur","Serviced Residence | Intermediate  •  Built-up : 1,184 sq. ft.  •  Partly furnished",2,2,1
"Pantai Panorama Condominiums, Kampung Kerinchi (Bangsar South)","RM2,600,000",(RM 520 per sq. ft.),"Kampung Kerinchi (Bangsar South), Kuala Lumpur","Condominium | Penthouse  •  Built-up : 5,000 sq. ft.  •  Partly furnished",5+1,5,2
"Bandar Damai Perdana, Cheras","RM635,000",(RM 453.57 per sq. ft.),"Cheras, Kuala Lumpur","2-sty Terrace/Link House | Intermediate  •  Built-up : 1,400 sq. ft.  •  Unfurnished",4,3,
"Sommerset Close, Cheras","RM898,000",(RM 502.8 per sq. ft.),"Cheras, Kuala Lumpur","Townhouse  •  Built-up : 1,786 sq. ft.  •  Fully furnished",3+1,2,2
"Pavilion, Damansara Heights","RM2,402,640",(RM 1721.09 per sq. ft.),"Damansara Heights, Kuala Lumpur","Serviced Residence  •  Built-up : 1,396 sq. ft.  •  Partly furnished",2+1,3,2
"The Goodwood Residence, Bangsar South, Kampung Kerinchi (Bangsar South)","RM870,000",(RM 721.39 per sq. ft.),"Kampung Kerinchi (Bangsar South), Kuala Lumpur","Condominium | Corner lot  •  Built-up : 1,206 sq. ft.  •  Partly furnished",4,3,2
